"ProductCode","SelectionGroup","GrpOrder","PartNumber","Order","Active","DefaultItem","ExclusionRule","Name","Description","AdditionalData"
FPD570,CH/FPD5/CERTIFICATE,17,"C4",2,True,False,"","Certificate of conformance","Certificate of conformance",
FPD570,CH/FPD5/CERTIFICATE,17,"C8",3,True,False,"","X-Ray NDE of welds","X-Ray NDE of welds",
FPD570,CH/FPD5/CERTIFICATE,17,"C9",4,True,False,"","Dye penetrant NDE of welds","Dye penetrant NDE of welds",
FPD570,CH/FPD5/CERTIFICATE,17,"CA",5,True,False,"","Positive Material Identification (PMI)","Positive Material Identification (PMI)",
FPD570,CH/FPD5/CERTIFICATE,17,"CB",6,True,False,"","Hydrostatic pressure test certificate","Hydrostatic pressure test certificate",
FPD570,CH/FPD5/CERTIFICATE,17,"CN",7,True,False,"","Material monitoring NACE MR 01-75 with inspection certificate 3.1 acc. EN 10204","Material monitoring NACE MR 01-75 with inspection certificate 3.1 acc. EN 10204",
FPD570,CH/FPD5/CERTIFICATE,17,"CP",8,True,False,"","PED certificate (Pressure Equipment Directive 97 / 23 / EC)","PED certificate (Pressure Equipment Directive 97 / 23 / EC)",
FPD570,CH/FPD5/EX/CERT,18,"EA",1,True,False,"((NOT(CH/FPD5/MODEL/DESIGN=V2 OR CH/FPD5/MODEL/DESIGN=M1))) OR ((CH/FPD5/OUT/SIGNAL=W1)) OR ((CH/FPD5/MODEL/DESIGN=M1) AND (CH/FPD5/OUT/SIGNAL=M1)) OR ((CH/FPD5/MODEL/DESIGN=M1) AND (CH/FPD5/HOUSE/MAT=B OR CH/FPD5/HOUSE/MAT=T))","Factory Mutual (FM) - Intrinsically Safe","Factory Mutual (FM) - Intrinsically Safe",
FPD570,CH/FPD5/EX/CERT,18,"EB",2,True,False,"((NOT(CH/FPD5/MODEL/DESIGN=V2 OR CH/FPD5/MODEL/DESIGN=M1))) OR ((CH/FPD5/OUT/SIGNAL=W1)) OR ((CH/FPD5/MODEL/DESIGN=M1) AND (CH/FPD5/HOUSE/MAT=B OR CH/FPD5/HOUSE/MAT=T))","Factory Mutual (FM) - Explosion Proof","Factory Mutual (FM) - Explosion Proof",
FPD570,CH/FPD5/EX/CERT,18,"EE",3,True,False,"(NOT(CH/FPD5/MODEL/DESIGN=M1)) OR (CH/FPD5/HOUSE/MAT=B OR CH/FPD5/HOUSE/MAT=T) OR (CH/FPD5/OUT/SIGNAL=W1)","Canadian Standard Association - Explosion Proof","Canadian Standard Association - Explosion Proof",
FPD570,CH/FPD5/EX/CERT,18,"EN",4,True,False,"(NOT(CH/FPD5/MODEL/DESIGN=V1 OR CH/FPD5/MODEL/DESIGN=V2)) OR (CH/FPD5/OUT/SIGNAL=W1)","ATEX + FM + CSA","ATEX + FM + CSA",
FPD570,CH/FPD5/EX/CERT,18,"EW",5,True,False,"((CH/FPD5/MODEL/DESIGN=M1) AND (CH/FPD5/OUT/SIGNAL=F1)) OR ((CH/FPD5/OUT/SIGNAL=W1))","ATEX II 1/2 GD EEx ia + ATEX II 1/2 GD EEx d + ATEX EEx nL","ATEX II 1/2 GD EEx ia + ATEX II 1/2 GD EEx d + ATEX EEx nL",
FPD570,CH/FPD5/DOC/LANG,19,"M1",1,True,False,"","German","German",
FPD570,CH/FPD5/DOC/LANG,19,"M2",2,True,False,"","Italian","Italian",
FPD570,CH/FPD5/DOC/LANG,19,"M3",3,True,False,"","Spanish","Spanish",
FPD570,CH/FPD5/DOC/LANG,19,"M4",4,True,False,"","French","French",
FPD570,CH/FPD5/DOC/LANG,19,"M5",5,True,False,"","English","English",
FPD570,CH/FPD5/DOC/LANG,19,"M6",6,True,False,"","Chinese","Chinese",
FPD570,CH/FPD5/SPECIAL/APP,20,"P1",1,True,False,"(CH/FPD5/SPAN/LIMITS=A OR CH/FPD5/SPAN/LIMITS=B) OR (CH/FPD5/SEAL/MAT=4 OR CH/FPD5/SEAL/MAT=5 OR CH/FPD5/SEAL/MAT=6)","Degreased (Oil- & Grease-free) with inert capsule filling for Oxygen applications","Degreased (Oil- & Grease-free) with inert capsule filling for Oxygen applications",
FPD570,CH/FPD5/SPECIAL/APP,20,"P2",2,True,False,"CH/FPD5/MODEL/DESIGN=V2","Prepared for Hydrogen applications","Prepared for Hydrogen applications",
